Date/Time,Receiver,Description,Data,Units
2011-08-09 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-09 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-09 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-10 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-10 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-10 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-10 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-10 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-11 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-11 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-11 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-11 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-11 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-12 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-12 00:00:00,VR2W-102202,Battery,3.6,V
2011-08-12 00:00:00,VR2W-102202,Daily Pings,1,
2011-08-12 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-12 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-13 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-13 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-13 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-13 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-13 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-14 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-14 00:00:00,VR2W-102202,Battery,3.6,V
2011-08-14 00:00:00,VR2W-102202,Daily Pings,368,
2011-08-14 00:00:00,VR2W-102202,Daily Syncs,62,
2011-08-14 00:00:00,VR2W-102202,Daily Rejects,6,
2011-08-14 00:00:00,VR2W-102202,Daily Detections on A69-1303,24,
2011-08-14 00:00:00,VR2W-102202,Last Detection on A69-1303,2011-08-13 09:27:50,UTC
2011-08-15 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-15 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-15 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-15 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-15 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-16 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-16 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-16 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-16 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-16 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-17 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-17 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-17 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-17 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-17 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-18 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-18 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-18 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-18 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-18 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-19 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-19 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-19 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-19 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-19 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-20 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-20 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-20 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-20 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-20 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-21 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-21 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-21 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-21 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-21 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-22 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-22 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-22 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-22 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-22 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-23 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-23 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-23 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-23 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-23 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-24 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-24 00:00:00,VR2W-102202,Battery,3.6,V
2011-08-24 00:00:00,VR2W-102202,Daily Pings,63,
2011-08-24 00:00:00,VR2W-102202,Daily Syncs,10,
2011-08-24 00:00:00,VR2W-102202,Daily Rejects,1,
2011-08-25 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-25 00:00:00,VR2W-102202,Battery,3.6,V
2011-08-25 00:00:00,VR2W-102202,Daily Pings,38,
2011-08-25 00:00:00,VR2W-102202,Daily Syncs,5,
2011-08-25 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-25 00:00:00,VR2W-102202,Daily Detections on A69-1105,1,
2011-08-25 00:00:00,VR2W-102202,Last Detection on A69-1105,2011-08-24 17:13:04,UTC
2011-08-26 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-26 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-26 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-26 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-26 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-27 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-27 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-27 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-27 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-27 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-28 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-28 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-28 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-28 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-28 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-29 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-29 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-29 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-29 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-29 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-30 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-30 00:00:00,VR2W-102202,Battery,3.6,V
2011-08-30 00:00:00,VR2W-102202,Daily Pings,17,
2011-08-30 00:00:00,VR2W-102202,Daily Syncs,3,
2011-08-30 00:00:00,VR2W-102202,Daily Rejects,0,
2011-08-31 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-08-31 00:00:00,VR2W-102202,Battery,3.7,V
2011-08-31 00:00:00,VR2W-102202,Daily Pings,0,
2011-08-31 00:00:00,VR2W-102202,Daily Syncs,0,
2011-08-31 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-01 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-01 00:00:00,VR2W-102202,Battery,3.6,V
2011-09-01 00:00:00,VR2W-102202,Daily Pings,299,
2011-09-01 00:00:00,VR2W-102202,Daily Syncs,57,
2011-09-01 00:00:00,VR2W-102202,Daily Rejects,3,
2011-09-01 00:00:00,VR2W-102202,Daily Detections on A69-1303,4,
2011-09-01 00:00:00,VR2W-102202,Last Detection on A69-1303,2011-08-31 10:36:31,UTC
2011-09-02 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-02 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-02 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-02 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-02 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-03 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-03 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-03 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-03 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-03 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-04 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-04 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-04 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-04 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-04 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-05 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-05 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-05 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-05 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-05 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-06 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-06 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-06 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-06 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-06 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-07 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-07 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-07 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-07 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-07 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-08 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-08 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-08 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-08 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-08 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-09 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-09 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-09 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-09 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-09 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-10 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-10 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-10 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-10 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-10 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-11 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-11 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-11 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-11 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-11 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-12 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-12 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-12 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-12 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-12 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-13 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-13 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-13 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-13 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-13 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-14 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-14 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-14 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-14 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-14 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-15 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-15 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-15 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-15 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-15 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-16 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-16 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-16 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-16 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-16 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-17 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-17 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-17 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-17 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-17 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-18 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-18 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-18 00:00:00,VR2W-102202,Daily Pings,1,
2011-09-18 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-18 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-19 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-19 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-19 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-19 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-19 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-20 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-20 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-20 00:00:00,VR2W-102202,Daily Pings,493,
2011-09-20 00:00:00,VR2W-102202,Daily Syncs,115,
2011-09-20 00:00:00,VR2W-102202,Daily Rejects,3,
2011-09-20 00:00:00,VR2W-102202,Daily Detections on A69-1105,9,
2011-09-20 00:00:00,VR2W-102202,Last Detection on A69-1105,2011-09-19 06:59:43,UTC
2011-09-20 00:00:00,VR2W-102202,Daily Detections on A69-1303,11,
2011-09-20 00:00:00,VR2W-102202,Last Detection on A69-1303,2011-09-19 07:24:46,UTC
2011-09-21 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-21 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-21 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-21 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-21 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-22 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-22 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-22 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-22 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-22 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-23 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-23 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-23 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-23 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-23 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-24 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-24 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-24 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-24 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-24 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-25 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-25 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-25 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-25 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-25 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-26 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-26 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-26 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-26 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-26 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-27 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-27 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-27 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-27 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-27 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-28 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-28 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-28 00:00:00,VR2W-102202,Daily Pings,1,
2011-09-28 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-28 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-29 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-29 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-29 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-29 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-29 00:00:00,VR2W-102202,Daily Rejects,0,
2011-09-30 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-09-30 00:00:00,VR2W-102202,Battery,3.7,V
2011-09-30 00:00:00,VR2W-102202,Daily Pings,0,
2011-09-30 00:00:00,VR2W-102202,Daily Syncs,0,
2011-09-30 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-01 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-01 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-01 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-01 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-01 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-02 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-02 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-02 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-02 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-02 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-03 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-03 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-03 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-03 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-03 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-04 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-04 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-04 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-04 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-04 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-05 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-05 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-05 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-05 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-05 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-06 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-06 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-06 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-06 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-06 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-07 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-07 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-07 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-07 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-07 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-08 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-08 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-08 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-08 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-08 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-09 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-09 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-09 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-09 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-09 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-10 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-10 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-10 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-10 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-10 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-11 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-11 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-11 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-11 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-11 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-12 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-12 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-12 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-12 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-12 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-13 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-13 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-13 00:00:00,VR2W-102202,Daily Pings,1,
2011-10-13 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-13 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-14 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-14 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-14 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-14 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-14 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-15 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-15 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-15 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-15 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-15 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-16 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-16 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-16 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-16 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-16 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-17 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-17 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-17 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-17 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-17 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-18 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-18 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-18 00:00:00,VR2W-102202,Daily Pings,4,
2011-10-18 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-18 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-19 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-19 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-19 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-19 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-19 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-20 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-20 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-20 00:00:00,VR2W-102202,Daily Pings,0,
2011-10-20 00:00:00,VR2W-102202,Daily Syncs,0,
2011-10-20 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-21 00:00:00,VR2W-102202,Memory Capacity,0.0,%
2011-10-21 00:00:00,VR2W-102202,Battery,3.7,V
2011-10-21 00:00:00,VR2W-102202,Daily Pings,2120,
2011-10-21 00:00:00,VR2W-102202,Daily Syncs,380,
2011-10-21 00:00:00,VR2W-102202,Daily Rejects,0,
2011-10-21 00:00:00,VR2W-102202,Daily Detections on A69-1105,69,
2011-10-21 00:00:00,VR2W-102202,Last Detection on A69-1105,2011-10-20 16:12:36,UTC
