Date,Time,Chan,Freq (kHz),Type,Code Space,ID,S/N,Data1,Units1,Slope1,Int1,Data2,Units2,Slope2,Int2,Signal (dB),Gain Mode,Gain (dB),Latitude,Longitude,Comment
2016-07-13,02:49:22.542,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,84,Manual,0,21.43238,-157.78912,
2016-07-13,02:49:17.408,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,84,Manual,0,21.43238,-157.78912,
2016-07-13,02:49:12.269,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,84,Manual,0,21.43238,-157.78911,
2016-07-13,02:45:55.009,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,85,Manual,0,21.43244,-157.78914,
2016-07-13,02:45:44.103,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,86,Manual,0,21.43242,-157.78912,
2016-07-13,02:45:33.226,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,86,Manual,0,21.43242,-157.78912,
2016-07-13,02:45:22.318,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,85,Manual,0,21.43241,-157.78912,
2016-07-13,02:45:16.959,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,86,Manual,0,21.43241,-157.78912,
2016-07-13,02:45:11.608,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,86,Manual,0,21.43241,-157.78912,
2016-07-13,02:45:06.246,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,86,Manual,0,21.43241,-157.78912,
2016-07-13,02:42:43.188,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43241,-157.78912,
2016-07-13,02:38:02.521,1,69,Coded Pinger,A69-1601,36817,,,,,,,,,,95,Manual,0,21.43242,-157.78917,
2016-07-13,02:36:54.591,1,69,Coded Pinger,A69-1601,36814,,,,,,,,,,81,Manual,0,21.43244,-157.78914,
2016-07-13,02:36:48.290,1,69,Coded Pinger,A69-1601,36814,,,,,,,,,,77,Manual,0,21.43243,-157.78914,
2016-07-13,02:07:59.982,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43243,-157.78906,
2016-07-13,02:07:55.151,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43243,-157.78908,
2016-07-13,02:07:50.322,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43243,-157.78908,
2016-07-13,02:07:45.502,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43243,-157.78908,
2016-07-13,02:07:40.684,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43242,-157.78908,
2016-07-13,02:07:35.868,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43240,-157.78909,
2016-07-13,02:07:31.057,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43239,-157.78909,
2016-07-13,02:07:26.243,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43238,-157.78908,
2016-07-13,02:07:21.430,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43237,-157.78908,
2016-07-13,02:07:16.618,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43236,-157.78908,
2016-07-13,02:04:36.195,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43237,-157.78911,
2016-07-13,02:04:31.387,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43237,-157.78909,
2016-07-13,02:04:26.581,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43236,-157.78911,
2016-07-13,02:04:16.833,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43236,-157.78915,
2016-07-13,02:04:07.103,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43236,-157.78917,
2016-07-13,02:03:57.380,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43237,-157.78915,
2016-07-13,02:03:47.668,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43239,-157.78912,
2016-07-13,02:03:37.961,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43244,-157.78908,
2016-07-13,02:03:28.266,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43248,-157.78899,
2016-07-13,02:03:18.571,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,02:03:08.849,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,02:02:59.168,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,02:02:49.468,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,02:02:39.800,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43225,-157.78894,
2016-07-13,02:02:35.554,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,61,Manual,0,21.43228,-157.78899,
2016-07-13,02:02:30.049,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43234,-157.78903,
2016-07-13,02:02:20.266,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43235,-157.78899,
2016-07-13,02:02:10.553,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43235,-157.78899,
2016-07-13,02:02:00.883,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43235,-157.78899,
2016-07-13,02:01:51.269,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43237,-157.78891,
2016-07-13,02:01:41.651,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43238,-157.78888,
2016-07-13,02:01:32.038,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43238,-157.78889,
2016-07-13,02:01:22.434,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43238,-157.78889,
2016-07-13,02:01:12.843,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43238,-157.78891,
2016-07-13,02:01:03.252,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43238,-157.78891,
2016-07-13,02:00:53.664,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78894,
2016-07-13,02:00:49.473,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,85,Manual,0,21.43239,-157.78894,
2016-07-13,02:00:44.094,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43239,-157.78894,
2016-07-13,02:00:39.908,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,60,Manual,0,21.43239,-157.78894,
2016-07-13,02:00:34.536,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,02:00:24.989,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43239,-157.78894,
2016-07-13,02:00:15.433,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43239,-157.78891,
2016-07-13,02:00:05.898,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:59:56.365,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:59:46.843,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:59:37.336,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43241,-157.78905,
2016-07-13,01:59:27.826,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43240,-157.78905,
2016-07-13,01:59:18.326,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43240,-157.78903,
2016-07-13,01:59:08.830,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:58:59.337,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:58:55.186,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,84,Manual,0,,,
2016-07-13,01:58:49.854,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:58:45.712,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,61,Manual,0,,,
2016-07-13,01:58:40.378,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78899,
2016-07-13,01:58:30.919,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:58:21.467,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:58:12.028,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:58:02.595,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:57:53.164,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:57:43.739,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:57:34.315,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:57:24.900,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43238,-157.78899,
2016-07-13,01:57:06.077,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43235,-157.78902,
2016-07-13,01:57:01.964,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,84,Manual,0,21.43235,-157.78906,
2016-07-13,01:56:56.672,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43237,-157.78908,
2016-07-13,01:56:52.570,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,61,Manual,0,21.43236,-157.78905,
2016-07-13,01:56:46.965,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43233,-157.78899,
2016-07-13,01:56:42.343,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43233,-157.78899,
2016-07-13,01:56:37.722,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43236,-157.78903,
2016-07-13,01:56:33.098,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:55:01.446,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43243,-157.78915,
2016-07-13,01:54:51.607,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,,,
2016-07-13,01:54:41.770,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:54:31.943,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,,,
2016-07-13,01:54:22.122,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,,,
2016-07-13,01:54:12.312,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:54:02.506,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:53:52.693,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:53:48.387,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,84,Manual,0,21.43239,-157.78912,
2016-07-13,01:53:42.897,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43239,-157.78912,
2016-07-13,01:53:38.602,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,60,Manual,0,21.43239,-157.78912,
2016-07-13,01:53:33.105,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78912,
2016-07-13,01:53:28.288,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78912,
2016-07-13,01:53:23.474,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78911,
2016-07-13,01:53:18.662,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,,,
2016-07-13,01:42:41.158,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,,,
2016-07-13,01:42:36.352,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,,,
2016-07-13,01:42:26.746,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,69,Manual,0,,,
2016-07-13,01:41:57.554,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43253,-157.78926,
2016-07-13,01:41:47.845,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43251,-157.78925,
2016-07-13,01:41:38.137,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,,,
2016-07-13,01:41:18.752,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,,,
2016-07-13,01:41:09.071,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,,,
2016-07-13,01:40:59.372,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43244,-157.78925,
2016-07-13,01:40:49.705,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,69,Manual,0,,,
2016-07-13,01:40:40.019,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,69,Manual,0,21.43242,-157.78925,
2016-07-13,01:40:30.358,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43243,-157.78925,
2016-07-13,01:40:11.083,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43246,-157.78925,
2016-07-13,01:40:01.438,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,,,
2016-07-13,01:39:51.803,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43246,-157.78925,
2016-07-13,01:39:42.190,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43246,-157.78925,
2016-07-13,01:39:32.572,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,69,Manual,0,21.43245,-157.78925,
2016-07-13,01:39:03.791,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43241,-157.78925,
2016-07-13,01:38:54.215,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,69,Manual,0,21.43239,-157.78925,
2016-07-13,01:38:44.644,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43238,-157.78928,
2016-07-13,01:38:35.084,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43238,-157.78926,
2016-07-13,01:38:25.540,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43239,-157.78925,
2016-07-13,01:38:06.469,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43241,-157.78925,
2016-07-13,01:37:47.428,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43244,-157.78920,
2016-07-13,01:37:28.396,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,69,Manual,0,21.43246,-157.78922,
2016-07-13,01:37:18.898,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43247,-157.78925,
2016-07-13,01:37:09.402,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43247,-157.78922,
2016-07-13,01:36:59.914,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43246,-157.78922,
2016-07-13,01:36:50.435,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43246,-157.78922,
2016-07-13,01:36:40.964,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43246,-157.78920,
2016-07-13,01:36:31.510,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43246,-157.78920,
2016-07-13,01:36:22.051,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43246,-157.78920,
2016-07-13,01:36:12.605,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43245,-157.78918,
2016-07-13,01:36:03.169,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43242,-157.78917,
2016-07-13,01:35:53.733,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78918,
2016-07-13,01:35:44.299,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78917,
2016-07-13,01:35:34.862,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43242,-157.78917,
2016-07-13,01:35:25.445,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78920,
2016-07-13,01:35:16.033,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43242,-157.78920,
2016-07-13,01:35:06.629,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43242,-157.78920,
2016-07-13,01:34:57.230,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78920,
2016-07-13,01:34:47.642,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43242,-157.78920,
2016-07-13,01:34:43.013,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78920,
2016-07-13,01:34:38.392,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78920,
2016-07-13,01:34:33.763,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43242,-157.78920,
2016-07-13,01:33:43.781,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43241,-157.78918,
2016-07-13,01:33:33.947,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78917,
2016-07-13,01:33:29.106,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78915,
2016-07-13,01:33:24.265,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78915,
2016-07-13,01:33:19.426,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78914,
2016-07-13,01:32:28.251,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43243,-157.78914,
2016-07-13,01:32:18.453,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43243,-157.78914,
2016-07-13,01:32:08.655,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78914,
2016-07-13,01:31:58.874,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78914,
2016-07-13,01:31:49.082,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,70,Manual,0,21.43242,-157.78914,
2016-07-13,01:31:39.305,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43243,-157.78915,
2016-07-13,01:31:29.538,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43243,-157.78915,
2016-07-13,01:31:25.251,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,83,Manual,0,,,
2016-07-13,01:31:19.776,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43242,-157.78915,
2016-07-13,01:31:10.018,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:31:00.285,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:30:50.567,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43241,-157.78917,
2016-07-13,01:30:40.855,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43241,-157.78917,
2016-07-13,01:30:31.148,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43240,-157.78917,
2016-07-13,01:30:21.453,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:30:11.757,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:30:02.072,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78918,
2016-07-13,01:29:52.381,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78920,
2016-07-13,01:29:42.702,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43239,-157.78920,
2016-07-13,01:29:33.035,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43239,-157.78920,
2016-07-13,01:29:28.796,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,83,Manual,0,21.43239,-157.78920,
2016-07-13,01:29:23.351,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78920,
2016-07-13,01:29:19.120,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,60,Manual,0,21.43239,-157.78920,
2016-07-13,01:29:13.694,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43239,-157.78920,
2016-07-13,01:29:04.065,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43240,-157.78920,
2016-07-13,01:28:54.440,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43241,-157.78920,
2016-07-13,01:28:44.809,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,21.43244,-157.78922,
2016-07-13,01:28:35.190,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43244,-157.78922,
2016-07-13,01:28:25.587,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,71,Manual,0,21.43244,-157.78920,
2016-07-13,01:28:15.977,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43247,-157.78918,
2016-07-13,01:28:06.377,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:27:56.780,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:27:47.200,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:27:37.616,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:27:33.422,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,84,Manual,0,,,
2016-07-13,01:27:28.020,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:27:18.436,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:27:08.893,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:26:59.354,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:26:49.825,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,75,Manual,0,,,
2016-07-13,01:26:40.305,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
2016-07-13,01:26:30.789,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,72,Manual,0,,,
2016-07-13,01:26:21.266,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:26:11.762,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:26:02.263,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:25:52.769,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,75,Manual,0,21.43248,-157.78922,
2016-07-13,01:25:43.280,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,75,Manual,0,,,
2016-07-13,01:25:39.127,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,86,Manual,0,,,
2016-07-13,01:25:33.797,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43251,-157.78922,
2016-07-13,01:25:29.656,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,60,Manual,0,21.43252,-157.78922,
2016-07-13,01:25:24.322,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43253,-157.78925,
2016-07-13,01:25:14.867,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43255,-157.78925,
2016-07-13,01:25:05.419,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43255,-157.78922,
2016-07-13,01:24:55.975,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,21.43251,-157.78920,
2016-07-13,01:24:46.541,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43249,-157.78917,
2016-07-13,01:24:37.105,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43249,-157.78917,
2016-07-13,01:24:27.676,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43249,-157.78917,
2016-07-13,01:24:18.255,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43249,-157.78917,
2016-07-13,01:24:08.843,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43250,-157.78917,
2016-07-13,01:23:59.433,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43250,-157.78915,
2016-07-13,01:23:50.018,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43252,-157.78915,
2016-07-13,01:23:45.910,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,86,Manual,0,21.43252,-157.78917,
2016-07-13,01:23:40.616,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43254,-157.78917,
2016-07-13,01:23:36.508,1,69,Coded Pinger,A69-1303,47515,,,,,,,,,,59,Manual,0,,,
2016-07-13,01:23:31.044,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43255,-157.78917,
2016-07-13,01:23:26.416,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,21.43255,-157.78917,
2016-07-13,01:23:21.791,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,74,Manual,0,,,
2016-07-13,01:23:17.160,1,69,Coded Pinger,A69-1601,18266,,,,,,,,,,73,Manual,0,,,
