736523.7934185301,1,270,0,1,1
736523.7931796643,1,270,0,1,1
736523.7929409954,1,297,0,1,1
736523.7927022569,1,297,0,1,1
736523.7924638195,199,270,0,1,1
736523.7922254977,199,270,0,1,1
736523.7919871064,199,297,0,1,1
736523.7917487153,199,297,0,1,1
736523.791510463,399,270,0,1,1
736523.7912725,399,270,0,1,1
736523.7910344907,399,297,0,1,1
736523.7907967361,399,297,0,1,1
736523.7935379861,578,270,0,1,1
736523.7932990394,578,270,0,1,1
736523.7930603125,578,297,0,1,1
736523.7928216088,578,297,0,1,1
736523.7925830324,766,270,0,1,1
736523.792344676,766,270,0,1,1
736523.79210625,766,297,0,1,1
736523.7918679746,766,297,0,1,1
736523.791629618,989,270,0,1,1
736523.7913915162,989,270,0,1,1
736523.791153507,989,297,0,1,1
736523.7909156134,989,297,0,1,1
736523.8619647917,1,270,0,1,1
736523.8616040046,1,270,0,1,1
736523.8612436574,1,270,0,1,1
736523.8608834259,1,297,0,1,1
736523.8605232639,1,297,0,1,1
736523.8601632176,1,297,0,1,1
736523.8598035185,199,270,0,1,1
736523.8594438889,199,270,0,1,1
736523.8590847338,199,270,0,1,1
736523.8587255671,199,297,0,1,1
736523.8583664468,199,297,0,1,1
736523.8580075231,199,297,0,1,1
736523.8620850463,399,270,0,1,1
736523.8617243171,399,270,0,1,1
736523.8613637963,399,270,0,1,1
736523.8610034954,399,297,0,1,1
736523.8606432407,399,297,0,1,1
736523.860283206,399,297,0,1,1
736523.8599233681,578,270,0,1,1
736523.859563669,578,270,0,1,1
736523.8592044908,578,270,0,1,1
736523.8588452546,578,297,0,1,1
736523.858486088,578,297,0,1,1
736523.8581270602,578,297,0,1,1
736523.8622053935,766,270,0,1,1
736523.8618445023,766,270,0,1,1
736523.8614838194,766,270,0,1,1
736523.8611235879,766,297,0,1,1
736523.8607632986,766,297,0,1,1
736523.8604032755,766,297,0,1,1
736523.8600433564,989,270,0,1,1
736523.8596835996,989,270,0,1,1
736523.8593241667,989,270,0,1,1
736523.858965,989,297,0,1,1
736523.8586058449,989,297,0,1,1
736523.8582466783,989,297,0,1,1
736523.8199905555,1,270,0,1,2
736523.8197533217,1,270,0,1,2
736523.819516007,1,297,0,1,2
736523.8192790394,1,297,0,1,2
736523.8190421875,199,270,0,1,2
736523.8188051505,199,270,0,1,2
736523.8185682871,199,297,0,1,2
736523.8183315394,199,297,0,1,2
736523.8180949421,399,270,0,1,2
736523.8178584722,399,270,0,1,2
736523.8176218866,399,297,0,1,2
736523.8173850926,399,297,0,1,2
736523.820109213,578,270,0,1,2
736523.8198719213,578,270,0,1,2
736523.8196346643,578,297,0,1,2
736523.8193975347,578,297,0,1,2
736523.8191605903,766,270,0,1,2
736523.8189236689,766,270,0,1,2
736523.8186867477,766,297,0,1,2
736523.8184498148,766,297,0,1,2
736523.8182132292,989,270,0,1,2
736523.8179766666,989,270,0,1,2
736523.8177400463,989,297,0,1,2
736523.8175035996,989,297,0,1,2
736523.8755659722,1,270,0,1,2
736523.8752065856,1,270,0,1,2
736523.8748474305,1,270,0,1,2
736523.8744884027,1,297,0,1,2
736523.8741295834,1,297,0,1,2
736523.8737710301,1,297,0,1,2
736523.8734128472,199,270,0,1,2
736523.8730547222,199,270,0,1,2
736523.8726971413,199,270,0,1,2
736523.8723395602,199,297,0,1,2
736523.871982176,199,297,0,1,2
736523.8716249305,199,297,0,1,2
736523.8756856829,399,270,0,1,2
736523.8753265973,399,270,0,1,2
736523.8749672337,399,270,0,1,2
736523.8746080671,399,297,0,1,2
736523.8742490972,399,297,0,1,2
736523.8738904629,399,297,0,1,2
736523.8735320949,578,270,0,1,2
736523.8731740856,578,270,0,1,2
736523.8728162616,578,270,0,1,2
736523.8724587384,578,297,0,1,2
736523.872101169,578,297,0,1,2
736523.8717440509,578,297,0,1,2
736523.8758054166,766,270,0,1,2
736523.8754462616,766,270,0,1,2
736523.8750868402,766,270,0,1,2
736523.8747277083,766,297,0,1,2
736523.8743687732,766,297,0,1,2
736523.8740100232,766,297,0,1,2
736523.8736515972,989,270,0,1,2
736523.873293368,989,270,0,1,2
736523.8729354513,989,270,0,1,2
736523.8725779514,989,297,0,1,2
736523.8722203703,989,297,0,1,2
736523.8718631597,989,297,0,1,2
736523.825131875,1,17.5,0,2,1
736523.8248933565,1,17.5,0,2,1
736523.824655,75,17.5,0,2,1
736523.8244165046,75,17.5,0,2,1
736523.8241781713,150,17.5,0,2,1
736523.8239398727,150,17.5,0,2,1
736523.8252512848,300,17.5,0,2,1
736523.8250126389,300,17.5,0,2,1
736523.8247740972,600,17.5,0,2,1
736523.8245357523,600,17.5,0,2,1
736523.8242973379,1200,17.5,0,2,1
736523.824058993,1200,17.5,0,2,1
736523.882459051,1,17.5,0,2,1
736523.8820966088,1,17.5,0,2,1
736523.8817345833,1,17.5,0,2,1
736523.8813726273,75,17.5,0,2,1
736523.8810109375,75,17.5,0,2,1
736523.8806494792,75,17.5,0,2,1
736523.8825798379,150,17.5,0,2,1
736523.8822173958,150,17.5,0,2,1
736523.8818553125,150,17.5,0,2,1
736523.8814932407,300,17.5,0,2,1
736523.8811314815,300,17.5,0,2,1
736523.8807698959,300,17.5,0,2,1
736523.8827007175,600,17.5,0,2,1
736523.8823382292,600,17.5,0,2,1
736523.8819759954,600,17.5,0,2,1
736523.8816138426,1200,17.5,0,2,1
736523.8812519328,1200,17.5,0,2,1
736523.8808903588,1200,17.5,0,2,1
736523.8304179513,1,17.5,0,2,2
736523.830178125,1,17.5,0,2,2
736523.8299383334,75,17.5,0,2,2
736523.8296986574,75,17.5,0,2,2
736523.8294592476,150,17.5,0,2,2
736523.8292195833,150,17.5,0,2,2
736523.8305378936,300,17.5,0,2,2
736523.8302980787,300,17.5,0,2,2
736523.8300582523,600,17.5,0,2,2
736523.8298184375,600,17.5,0,2,2
736523.829578912,1200,17.5,0,2,2
736523.8293393634,1200,17.5,0,2,2
736523.8906736111,1,17.5,0,2,2
736523.8903166435,1,17.5,0,2,2
736523.8899601736,1,17.5,0,2,2
736523.8896037038,75,17.5,0,2,2
736523.8892472801,75,17.5,0,2,2
736523.8888909144,75,17.5,0,2,2
736523.8907927084,150,17.5,0,2,2
736523.8904355787,150,17.5,0,2,2
736523.8900789931,150,17.5,0,2,2
736523.8897225232,300,17.5,0,2,2
736523.8893660648,300,17.5,0,2,2
